序位	詞彙	詞頻	百萬詞頻
117	工作	6933	913.0
118	只	6911	910.0
119	未來	6808	896.0
120	包括	6767	891.0
121	社會	6761	890.0
122	三	6750	889.0
123	小	6659	877.0
124	報導	6531	860.0
125	以及	6501	856.0
126	高	6466	851.0
127	時間	6352	836.0
128	國	6337	834.0
129	文化	6254	823.0
130	第一	6202	816.0
131	又	6157	810.0
132	指出	6139	808.0
133	台	6060	798.0
134	透過	6012	791.0
135	開始	6000	790.0
136	企業	5973	786.0
137	中心	5966	785.0
138	得	5952	783.0
139	因	5935	781.0
140	成為	5878	774.0
141	產業	5846	769.0
142	已經	5845	769.0
143	約	5842	769.0
144	這些	5840	769.0
145	歲	5833	768.0
146	去	5828	767.0
147	計畫	5770	759.0
148	生活	5755	757.0
149	服務	5737	755.0
150	過	5720	753.0
151	非常	5713	752.0
152	記者	5681	748.0
153	市場	5668	746.0
154	川普	5649	743.0
155	看	5648	743.0
156	如果	5629	741.0
157	學生	5596	737.0
158	合作	5526	727.0
159	跟	5500	724.0
160	影響	5478	721.0
161	孩子	5470	720.0
162	因此	5397	710.0
163	卻	5375	707.0
164	安全	5333	702.0
165	使用	5332	702.0
166	日本	5307	698.0
167	裡	5273	694.0
168	貿易	5272	694.0
169	桃園	5248	691.0
170	給	5243	690.0
171	本	5239	689.0
172	媒體	5231	688.0
173	外	5225	688.0
174	項	5189	683.0
175	發現	5152	678.0
176	對於	5124	674.0
177	們	5119	674.0
178	相關	5113	673.0
179	現在	5103	672.0
180	美	5094	670.0
181	曾	5041	663.0
182	重要	5037	663.0
183	想	5009	659.0
184	總統	4892	644.0
185	起	4868	641.0
186	環境	4821	634.0
187	那	4777	629.0
188	同時	4759	626.0
189	要求	4717	621.0
190	攝影	4703	619.0
191	應	4683	616.0
192	技術	4669	614.0
193	投資	4662	614.0
194	未	4648	612.0
195	許多	4626	609.0
196	需要	4620	608.0
197	政策	4618	608.0
198	研究	4539	597.0
199	人員	4524	595.0
200	除了	4507	593.0
201	全球	4471	588.0
202	很多	4466	588.0
203	方式	4422	582.0
204	其中	4405	580.0
205	教育	4400	579.0
206	持續	4379	576.0
207	無	4333	570.0
208	發生	4317	568.0
209	仍	4314	568.0
210	其他	4248	559.0
211	受	4237	558.0
212	分	4234	557.0
213	大陸	4230	557.0
214	支持	4196	552.0
215	增加	4170	549.0
216	科技	4159	547.0
217	大家	4158	547.0
218	共	4122	542.0
219	所以	4119	542.0
220	調查	4093	539.0
221	地方	4076	536.0
222	造成	4037	531.0
223	這樣	4030	530.0
224	事	4016	528.0
225	當	4000	526.0
226	健康	3991	525.0
227	它	3986	524.0
228	去年	3983	524.0
229	市長	3980	524.0
230	推動	3958	521.0
231	不會	3944	519.0
232	地區	3937	518.0
233	且	3926	517.0
234	如	3913	515.0
235	獲得	3904	514.0
236	自由	3901	513.0
237	部分	3874	510.0
238	參與	3864	508.0
239	比	3859	508.0
240	特別	3849	506.0
241	關係	3847	506.0
242	場	3817	502.0
243	出現	3812	502.0
244	不同	3804	501.0
245	若	3732	491.0
246	美元	3731	491.0
247	不過	3715	489.0
248	舉辦	3701	487.0
249	沒	3691	486.0
250	是否	3690	485.0
251	超過	3663	482.0
252	看到	3660	482.0
253	網路	3659	481.0
254	幾	3628	477.0
255	協助	3604	474.0
256	代表	3604	474.0
257	雖然	3567	469.0
258	據	3558	468.0
259	第	3552	467.0
260	產品	3538	465.0
261	過去	3537	465.0
262	學校	3533	465.0
263	所有	3527	464.0
264	甚至	3523	463.0
265	無法	3501	461.0
266	系統	3495	460.0
267	設計	3480	458.0
268	針對	3475	457.0
269	高雄	3470	457.0
270	強調	3464	456.0
271	機會	3432	452.0
272	應該	3405	448.0
273	更多	3388	446.0
274	最後	3383	445.0
275	醫院	3378	444.0
276	必須	3373	444.0
277	共同	3368	443.0
278	完成	3342	440.0
279	政治	3341	440.0
280	通過	3340	439.0
281	報告	3334	439.0
282	台中	3316	436.0
283	台北	3312	436.0
284	提出	3283	432.0
285	但是	3281	432.0
286	學習	3277	431.0
287	什麼	3272	430.0
288	主要	3260	429.0
289	參加	3245	427.0
290	近	3237	426.0
291	吃	3237	426.0
292	一起	3227	425.0
293	知道	3181	418.0
294	另	3152	415.0
295	點	3138	413.0
296	較	3123	411.0
297	北京	3084	406.0
298	現場	3078	405.0
299	傳統	3072	404.0
300	自	3065	403.0
301	正	3062	403.0
302	第二	3054	402.0
303	首	3048	401.0
304	市府	3037	399.0
305	接受	3027	398.0
306	團隊	3025	398.0
307	幫助	3017	397.0
308	組織	3016	397.0
309	之後	3012	396.0
310	運動	3010	396.0
311	能夠	3003	395.0
312	非	2990	393.0
313	太	2948	388.0
314	書	2941	387.0
315	作為	2927	385.0
316	行動	2918	384.0
317	顯示	2916	384.0
318	不能	2894	381.0
319	像	2890	380.0
320	水	2881	379.0
321	一些	2880	379.0
322	成長	2872	378.0
323	另外	2870	377.0
324	件	2862	376.0
325	達	2843	374.0
326	二	2843	374.0
327	藝術	2824	371.0
328	一直	2822	371.0
329	電影	2816	370.0
330	情況	2796	368.0
331	管理	2796	368.0
332	利用	2769	364.0
333	家庭	2768	364.0
334	如何	2765	364.0
335	來自	2752	362.0
336	受到	2751	362.0
337	業者	2736	360.0
338	智慧	2731	359.0
339	萬	2728	359.0
340	提升	2727	359.0
341	規劃	2721	358.0
342	歷史	2718	357.0
343	處	2717	357.0
344	稱	2708	356.0
345	同	2704	356.0
346	過程	2695	354.0
347	進入	2694	354.0
348	期間	2689	354.0
349	努力	2688	354.0
350	選擇	2686	353.0
351	結果	2664	350.0
352	此外	2651	349.0
353	一定	2648	348.0
354	愛	2632	346.0
355	北韓	2626	345.0
356	由於	2625	345.0
357	中央	2624	345.0
358	城市	2615	344.0
359	選舉	2613	344.0
360	責任	2612	344.0
361	而且	2609	343.0
362	人士	2608	343.0
363	先	2594	341.0
364	任何	2585	340.0
365	間	2574	339.0
366	還是	2570	338.0
367	社區	2567	338.0
368	事件	2565	337.0
369	使	2558	336.0
370	以上	2557	336.0
371	能力	2555	336.0
372	令	2541	334.0
373	決定	2540	334.0
374	當地	2534	333.0
375	根據	2530	333.0
376	繼續	2528	332.0
377	半	2528	332.0
378	舉行	2528	332.0
379	當時	2522	332.0
380	不僅	2510	330.0
381	建議	2497	328.0
382	香港	2495	328.0
383	醫療	2494	328.0
384	四	2493	328.0
385	了解	2489	327.0
386	日前	2486	327.0
387	相當	2483	327.0
388	覺得	2473	325.0
389	一樣	2470	325.0
390	提到	2469	325.0
391	協會	2463	324.0
392	處理	2463	324.0
393	官員	2460	323.0
394	方面	2454	323.0
395	千	2443	321.0
396	體驗	2440	321.0
397	演出	2439	321.0
398	人民	2428	319.0
399	嚴重	2423	319.0
400	解決	2414	317.0
401	資訊	2407	317.0
402	結合	2397	315.0
403	整	2395	315.0
404	條	2391	314.0
405	作品	2390	314.0
406	邀請	2388	314.0
407	時候	2387	314.0
408	專業	2385	314.0
409	機構	2383	313.0
410	成功	2382	313.0
411	宣布	2381	313.0
412	委員會	2374	312.0
413	民主	2362	311.0
414	推出	2359	310.0
415	韓國	2359	310.0
416	成立	2355	310.0
417	目標	2350	309.0
418	單位	2350	309.0
419	資源	2344	308.0
420	導致	2341	308.0
421	空間	2339	308.0
422	不要	2336	307.0
423	規定	2331	307.0
424	僅	2329	306.0
425	消息	2328	306.0
426	價值	2323	305.0
427	預計	2317	305.0
428	請	2306	303.0
429	網	2301	303.0
430	積極	2299	302.0
431	國內	2297	302.0
432	影片	2283	300.0
433	其實	2280	300.0
434	只要	2271	299.0
435	會議	2268	298.0
436	集團	2265	298.0
437	長	2261	297.0
438	工程	2244	295.0
439	朋友	2239	294.0
440	內容	2237	294.0
441	小時	2236	294.0
442	申請	2232	293.0
443	經	2231	293.0
444	面對	2227	293.0
445	創新	2226	293.0
446	臉	2217	291.0
447	改善	2214	291.0
448	行為	2211	291.0
449	心	2209	290.0
450	正在	2208	290.0
451	不斷	2203	290.0
452	資料	2196	289.0
453	感謝	2195	289.0
454	加上	2192	288.0
455	長期	2192	288.0
456	觀光	2189	288.0
457	交流	2188	288.0
458	新聞	2171	285.0
459	改變	2170	285.0
460	治療	2167	285.0
461	公布	2165	285.0
462	老師	2159	284.0
463	金融	2154	283.0
464	帶	2154	283.0
465	建設	2135	281.0
466	擔任	2122	279.0
467	身體	2117	278.0
468	需求	2115	278.0
469	分享	2104	277.0
470	銀行	2101	276.0
471	關稅	2098	276.0
472	快	2097	276.0
473	生產	2092	275.0
474	達到	2085	274.0
475	分析	2084	274.0
476	音樂	2079	273.0
477	呼籲	2072	272.0
478	擁有	2065	271.0
479	帶來	2064	271.0
480	關注	2060	271.0
481	立委	2055	270.0
482	原因	2055	270.0
483	保護	2053	270.0
484	即	2052	270.0
485	媽媽	2052	270.0
486	減少	2043	269.0
487	農業	2039	268.0
488	鼓勵	2033	267.0
489	精神	2029	267.0
490	底	2025	266.0
491	五	2019	265.0
492	故事	2017	265.0
493	屆	2014	265.0
494	手	2011	264.0
495	個人	2010	264.0
496	以來	2000	263.0
497	數據	1994	262.0
498	前往	1990	262.0
499	需	1989	261.0
500	商品	1984	261.0
501	容易	1983	261.0
502	措施	1977	260.0
503	壓力	1975	260.0
504	員工	1972	259.0
505	旅遊	1969	259.0
506	第三	1961	258.0
507	辦理	1958	257.0
508	比較	1956	257.0
509	建築	1945	256.0
510	國小	1943	255.0
511	均	1940	255.0
512	張	1935	254.0
513	領域	1929	254.0
514	份	1928	253.0
515	出席	1927	253.0
516	經過	1926	253.0
517	站	1926	253.0
518	英文	1922	253.0
519	蔡	1917	252.0
520	專家	1915	252.0
521	狀況	1898	249.0
522	錢	1895	249.0
523	事情	1894	249.0
524	度	1894	249.0
525	準備	1893	249.0
526	自然	1892	249.0
527	說明	1890	248.0
528	風險	1889	248.0
529	相信	1888	248.0
530	北市	1886	248.0
531	經驗	1886	248.0
532	基礎	1883	247.0
533	成	1881	247.0
534	表現	1878	247.0
535	課程	1875	246.0
536	建立	1872	246.0
537	直接	1871	246.0
538	開放	1871	246.0
539	設備	1867	245.0
540	執行	1867	245.0
541	完全	1865	245.0
542	週	1863	245.0
543	英國	1862	245.0
544	開發	1860	244.0
545	桃園市	1857	244.0
546	平台	1857	244.0
547	占	1850	243.0
548	花	1847	243.0
549	發表	1846	243.0
550	海外	1842	242.0
551	討論	1836	241.0
552	公開	1835	241.0
553	雙方	1834	241.0
554	品質	1833	241.0
555	行政院	1829	240.0
556	低	1825	240.0
557	人權	1822	239.0
558	兒童	1819	239.0
559	加入	1817	239.0
560	人們	1816	239.0
561	車	1810	238.0
562	團體	1810	238.0
563	當局	1809	238.0
564	避免	1798	236.0
565	特色	1798	236.0
566	補助	1796	236.0
567	回應	1786	235.0
568	遭	1784	234.0
569	照顧	1775	233.0
570	告訴	1774	233.0
571	教授	1773	233.0
572	分別	1771	233.0
573	生命	1770	233.0
574	至於	1768	232.0
575	依	1758	231.0
576	交通	1756	231.0
577	段	1756	231.0
578	分鐘	1755	231.0
579	市民	1754	231.0
580	走	1751	230.0
581	神韻	1746	229.0
582	人才	1746	229.0
583	真的	1744	229.0
584	號	1738	228.0
585	議員	1735	228.0
586	法輪功	1734	228.0
587	取得	1734	228.0
588	食品	1732	228.0
589	青年	1732	228.0
590	具有	1728	227.0
591	產生	1722	226.0
592	正式	1720	226.0
593	指	1711	225.0
594	越	1710	225.0
595	加強	1708	224.0
596	感到	1705	224.0
597	片	1703	224.0
598	路	1693	222.0
599	吸引	1692	222.0
600	戰	1690	222.0
601	校長	1690	222.0
602	座	1689	222.0
603	兩岸	1687	222.0
604	亞洲	1686	222.0
605	引發	1685	221.0
606	控制	1685	221.0
607	之間	1681	221.0
608	基金會	1678	220.0
609	警察	1675	220.0
610	喜歡	1670	219.0
611	醫師	1669	219.0
612	力量	1669	219.0
613	經營	1669	219.0
614	除	1668	219.0
615	亦	1666	219.0
616	進一步	1665	219.0
617	打造	1665	219.0
618	穩定	1663	219.0
619	提高	1652	217.0
620	些	1652	217.0
621	連	1650	217.0
622	挑戰	1638	215.0
623	訓練	1637	215.0
624	買	1636	215.0
625	官方	1635	215.0
626	黨	1630	214.0
627	有關	1629	214.0
628	電視台	1626	214.0
629	土地	1622	213.0
630	投入	1617	212.0
631	具	1617	212.0
632	面臨	1615	212.0
633	價格	1611	212.0
634	廠商	1603	211.0
635	製造	1603	211.0
636	記者會	1601	210.0
637	學員	1601	210.0
638	大量	1600	210.0
639	遊客	1598	210.0
640	園區	1597	210.0
641	一般	1596	210.0
642	上午	1596	210.0
643	嗎	1594	209.0
644	展現	1591	209.0
645	區域	1582	208.0
646	打	1580	208.0
647	訊息	1577	207.0
648	資金	1577	207.0
649	澳洲	1574	207.0
650	反	1574	207.0
651	發布	1565	206.0
652	配合	1559	205.0
653	編輯	1559	205.0
654	董事長	1557	205.0
655	難	1556	204.0
656	主任	1555	204.0
657	見	1554	204.0
658	透露	1551	204.0
659	議題	1550	204.0
660	之前	1549	204.0
661	身	1546	203.0
662	實際	1545	203.0
663	不少	1545	203.0
664	得到	1544	203.0
665	外界	1543	203.0
666	季	1543	203.0
667	法律	1543	203.0
668	表達	1542	203.0
669	功能	1541	202.0
670	唐人	1541	202.0
671	降低	1532	201.0
672	時代	1529	201.0
673	新台幣	1528	201.0
674	期待	1526	200.0
675	常	1525	200.0
676	案	1521	200.0
677	越來越	1519	200.0
678	北	1516	199.0
679	先生	1515	199.0
680	提醒	1511	199.0
681	平均	1507	198.0
682	製作	1506	198.0
683	進口	1505	198.0
684	近年	1504	198.0
685	類	1504	198.0
686	手機	1502	197.0
687	國民黨	1502	197.0
688	維持	1499	197.0
689	皆	1496	197.0
690	今天	1495	196.0
691	例如	1493	196.0
692	嘉義	1492	196.0
693	網友	1492	196.0
694	擔心	1491	196.0
695	品牌	1491	196.0
696	存在	1485	195.0
697	民進黨	1483	195.0
698	主席	1478	194.0
699	部門	1478	194.0
700	消費者	1476	194.0
701	綠	1473	194.0
702	或是	1472	193.0
703	找	1471	193.0
704	轉	1470	193.0
705	食物	1468	193.0
706	尤其	1468	193.0
707	標準	1452	191.0
708	歡迎	1451	191.0
709	比賽	1449	190.0
710	結束	1449	190.0
711	近日	1443	190.0
712	女性	1440	189.0
713	家人	1440	189.0
714	創作	1439	189.0
715	明年	1439	189.0
716	人口	1438	189.0
717	公園	1438	189.0
718	審查	1436	189.0
719	旅客	1436	189.0
720	開	1431	188.0
721	真正	1430	188.0
722	聯合	1428	188.0
723	下午	1427	187.0
724	中華	1427	187.0
725	律師	1421	187.0
726	呈現	1420	187.0
727	方案	1417	186.0
728	成員	1417	186.0
729	研發	1416	186.0
730	關鍵	1415	186.0
731	人數	1415	186.0
732	法	1413	186.0
733	設施	1407	185.0
734	規模	1406	185.0
735	邊	1404	184.0
736	人生	1403	184.0
737	改革	1397	183.0
738	台商	1396	183.0
739	生態	1396	183.0
740	鄭文燦	1395	183.0
741	擴大	1395	183.0
742	基本	1394	183.0
743	家長	1393	183.0
744	原	1392	183.0
745	項目	1390	183.0
746	實施	1389	182.0
747	採取	1388	182.0
748	警方	1384	182.0
749	電子	1383	182.0
750	隨著	1383	182.0
751	外交	1380	181.0
752	商業	1376	181.0
753	假	1375	181.0
754	講	1374	180.0
755	呢	1372	180.0
756	加拿大	1372	180.0
757	調整	1371	180.0
758	統計	1370	180.0
759	百	1366	179.0
760	多元	1364	179.0
761	華為	1363	179.0
762	系列	1363	179.0
763	機關	1363	179.0
764	有效	1361	179.0
765	並且	1361	179.0
766	重新	1360	179.0
767	倍	1359	178.0
768	制度	1359	178.0
769	少	1351	177.0
770	局	1349	177.0
771	引起	1347	177.0
772	就業	1347	177.0
773	校	1347	177.0
774	安排	1345	177.0
775	限制	1344	177.0
776	獲	1343	176.0
777	變	1342	176.0
778	整體	1341	176.0
779	今	1339	176.0
780	公共	1339	176.0
781	德國	1338	176.0
782	回	1337	176.0
783	道	1335	175.0
784	真	1334	175.0
785	往	1331	175.0
786	航空	1331	175.0
787	教育部	1330	175.0
788	機場	1329	175.0
789	訪	1326	174.0
790	迫害	1326	174.0
791	隻	1324	174.0
792	出口	1324	174.0
793	節目	1320	173.0
794	階段	1320	173.0
795	符合	1320	173.0
796	聯盟	1319	173.0
797	威脅	1319	173.0
798	部	1319	173.0
799	便	1316	173.0
800	主題	1315	173.0
801	紅	1315	173.0
802	人類	1314	173.0
803	而是	1311	172.0
804	表演	1310	172.0
805	李世勳	1307	172.0
806	高達	1307	172.0
807	軍事	1305	171.0
808	台北市	1302	171.0
809	評估	1298	170.0
810	非洲	1298	170.0
811	老	1296	170.0
812	最佳	1292	170.0
813	歐洲	1291	170.0
814	如此	1290	169.0
815	怎麼	1286	169.0
816	後來	1285	169.0
817	幾乎	1284	169.0
818	戰略	1283	168.0
819	行政	1283	168.0
820	外國	1281	168.0
821	茶	1281	168.0
822	學者	1281	168.0
823	賴清德	1280	168.0
824	中華民國	1279	168.0
825	方法	1276	168.0
826	紀錄	1275	167.0
827	協議	1273	167.0
828	目的	1270	167.0
829	然後	1270	167.0
830	東西	1269	167.0
831	應用	1269	167.0
832	重大	1267	166.0
833	利益	1266	166.0
834	包含	1263	166.0
835	同學	1259	165.0
836	願意	1258	165.0
837	遠	1258	165.0
838	至少	1257	165.0
839	藉由	1257	165.0
840	召開	1253	165.0
841	最近	1253	165.0
842	選手	1251	164.0
843	外交部	1250	164.0
844	聲明	1249	164.0
845	六	1249	164.0
846	之外	1247	164.0
847	感覺	1247	164.0
848	教師	1246	164.0
849	期	1242	163.0
850	互動	1242	163.0
851	那麼	1241	163.0
852	肯定	1239	163.0
853	父母	1239	163.0
854	生	1238	163.0
855	經費	1237	162.0
856	效果	1237	162.0
857	檢查	1236	162.0
858	推廣	1236	162.0
859	出	1234	162.0
860	年度	1233	162.0
861	角色	1233	162.0
862	學	1232	162.0
863	強	1230	161.0
864	柯文哲	1227	161.0
865	國會	1226	161.0
866	購買	1226	161.0
867	我國	1225	161.0
868	創造	1224	161.0
869	豐富	1224	161.0
870	運用	1224	161.0
871	患者	1223	161.0
872	立法院	1223	161.0
873	然而	1223	161.0
874	最終	1222	160.0
875	促進	1221	160.0
876	模式	1220	160.0
877	疾病	1215	160.0
878	找到	1215	160.0
879	達成	1214	159.0
880	早	1210	159.0
881	女兒	1210	159.0
882	以下	1209	159.0
883	放	1209	159.0
884	全面	1207	158.0
885	知名	1202	158.0
886	創意	1202	158.0
887	母親	1199	157.0
888	注意	1197	157.0
889	能源	1195	157.0
890	成果	1195	157.0
891	國中	1191	156.0
892	送	1191	156.0
893	保持	1190	156.0
894	預算	1190	156.0
895	台中市	1190	156.0
896	問	1189	156.0
897	空氣	1189	156.0
898	近期	1187	156.0
899	來到	1183	155.0
900	死亡	1183	155.0
901	更加	1181	155.0
902	學院	1180	155.0
903	位於	1177	155.0
904	啟動	1174	154.0
905	再次	1174	154.0
906	聽	1171	154.0
907	工廠	1166	153.0
908	高中	1166	153.0
909	人民幣	1165	153.0
910	交易	1165	153.0
911	汽車	1163	153.0
912	衛生	1162	153.0
913	嘉義市	1161	152.0
914	居民	1161	152.0
915	成本	1160	152.0
916	堅持	1160	152.0
917	基地	1159	152.0
918	言	1158	152.0
919	經常	1157	152.0
920	靠	1153	151.0
921	口	1153	151.0
922	談判	1152	151.0
923	花蓮	1151	151.0
924	這麼	1151	151.0
925	重視	1151	151.0
926	展開	1150	151.0
927	認識	1147	151.0
928	票	1146	150.0
929	質疑	1145	150.0
930	觀察	1145	150.0
931	公尺	1144	150.0
932	初	1143	150.0
933	明顯	1143	150.0
934	女	1143	150.0
935	設置	1140	150.0
936	條件	1140	150.0
937	高雄市	1140	150.0
938	俄羅斯	1138	149.0
939	極	1138	149.0
940	同意	1138	149.0
941	教學	1136	149.0
942	關懷	1133	149.0
943	父親	1132	149.0
944	因素	1128	148.0
945	變成	1128	148.0
946	年輕	1128	148.0
947	動物	1127	148.0
948	攻擊	1127	148.0
949	屬於	1126	148.0
950	只是	1126	148.0
951	適合	1124	148.0
952	委員	1124	148.0
953	搭配	1124	148.0
954	意義	1121	147.0
955	越南	1121	147.0
956	正常	1121	147.0
957	連續	1119	147.0
958	機制	1116	146.0
959	暨	1116	146.0
960	做出	1114	146.0
961	大型	1113	146.0
962	即將	1113	146.0
963	農民	1111	146.0
964	法國	1110	146.0
965	業務	1109	146.0
966	有限	1108	145.0
967	順利	1108	145.0
968	線	1107	145.0
969	印度	1106	145.0
970	幫	1101	145.0
971	承諾	1100	144.0
972	民間	1096	144.0
973	範圍	1095	144.0
974	快速	1093	143.0
975	幸福	1093	143.0
976	兒子	1092	143.0
977	電	1092	143.0
978	臺灣	1091	143.0
979	保障	1091	143.0
980	形成	1090	143.0
981	營運	1090	143.0
982	赴	1089	143.0
983	內部	1084	142.0
984	資產	1084	142.0
985	因應	1083	142.0
986	話	1082	142.0
987	屏東	1080	142.0
988	原本	1079	142.0
989	代	1078	141.0
990	候選人	1078	141.0
991	想要	1077	141.0
992	工業	1077	141.0
993	頭	1076	141.0
994	作業	1075	141.0
995	這裡	1075	141.0
996	文章	1074	141.0
997	給予	1074	141.0
998	一切	1073	141.0
999	經濟部	1073	141.0
1000	公里	1073	141.0
1001	觀眾	1072	141.0
1002	變化	1066	140.0
1003	清楚	1066	140.0
1004	爭取	1065	140.0
1005	台大	1065	140.0
1006	維護	1063	140.0
1007	中國人	1062	139.0
1008	充滿	1061	139.0
1009	負責	1061	139.0
1010	帶領	1060	139.0
1011	駐	1059	139.0
1012	海	1057	139.0
1013	方向	1056	139.0
1014	境	1056	139.0
1015	所謂	1055	138.0
1016	行	1053	138.0
1017	違反	1052	138.0
1018	考慮	1052	138.0
1019	案件	1052	138.0
1020	能量	1051	138.0
1021	校園	1050	138.0
1022	免費	1048	138.0
1023	醫生	1048	138.0
1024	共產黨	1046	137.0
1025	帶動	1046	137.0
1026	縣長	1046	137.0
1027	誰	1045	137.0
1028	久	1045	137.0
1029	美食	1044	137.0
1030	剛	1044	137.0
1031	態度	1044	137.0
1032	言論	1044	137.0
1033	情緒	1043	137.0
1034	強化	1041	137.0
1035	總	1038	136.0
1036	發揮	1037	136.0
1037	道路	1036	136.0
1038	回到	1035	136.0
1039	溝通	1034	136.0
1040	十	1034	136.0
1041	自新	1034	136.0
1042	金額	1034	136.0
1043	豬	1033	136.0
1044	公民	1030	135.0
1045	彰化	1030	135.0
1046	左	1027	135.0
1047	科學	1026	135.0
1048	數位	1025	134.0
1049	危機	1024	134.0
1050	論壇	1023	134.0
1051	當然	1023	134.0
1052	獎	1022	134.0
1053	拿	1021	134.0
1054	弱勢	1020	134.0
1055	重點	1019	134.0
1056	米	1016	133.0
1057	疫苗	1016	133.0
1058	競爭	1016	133.0
1059	上海	1015	133.0
1060	禁止	1015	133.0
1061	獨立	1015	133.0
1062	事實	1015	133.0
1063	鏈	1014	133.0
1064	立即	1014	133.0
1065	落實	1014	133.0
1066	某	1013	133.0
1067	中興	1011	133.0
1068	症狀	1011	133.0
1069	年輕人	1010	133.0
1070	典禮	1009	132.0
1071	非法	1008	132.0
1072	事業	1007	132.0
1073	不足	1007	132.0
1074	咖啡	1006	132.0
1075	數	1004	132.0
1076	曾經	1004	132.0
1077	級	1002	131.0
1078	創業	1001	131.0
1079	整合	1000	131.0
1080	方	999	131.0
1081	光	996	131.0
1082	美中	996	131.0
1083	至今	996	131.0
1084	同樣	994	130.0
1085	銷售	994	130.0
1086	黑	993	130.0
1087	發言人	992	130.0
1088	值得	989	130.0
1089	縣市	989	130.0
1090	導演	989	130.0
1091	困難	988	130.0
1092	批	988	130.0
1093	程度	987	129.0
1094	確定	986	129.0
1095	確保	986	129.0
1096	程序	984	129.0
1097	轉型	984	129.0
1098	身分	984	129.0
1099	雖	983	129.0
1100	聯合國	983	129.0
1101	法院	982	129.0
1102	逐漸	982	129.0
1103	知識	981	129.0
1104	那些	981	129.0
1105	深	981	129.0
1106	不但	977	128.0
1107	和平	977	128.0
1108	時期	977	128.0
1109	感受	977	128.0
1110	喝	976	128.0
1111	印尼	976	128.0
1112	關心	974	128.0
1113	環保	971	127.0
1114	開心	971	127.0
1115	原則	971	127.0
1116	障礙	970	127.0
1117	簽署	969	127.0
1118	白	969	127.0
1119	小朋友	967	127.0
1120	訪問	965	127.0
1121	藥	963	126.0
1122	後續	963	126.0
1123	成績	962	126.0
1124	完整	962	126.0
1125	消費	961	126.0
1126	一點	961	126.0
1127	須	961	126.0
1128	意見	960	126.0
1129	起來	960	126.0
1130	住	959	126.0
1131	演員	959	126.0
1132	客家	958	126.0
1133	台鐵	958	126.0
1134	或者	958	126.0
1135	介紹	958	126.0
1136	志工	958	126.0
1137	尊重	957	126.0
1138	滿	956	125.0
1139	人力	956	125.0
1140	畢業	956	125.0
1141	夥伴	956	125.0
1142	陸續	955	125.0
1143	遊戲	955	125.0
1144	死	955	125.0
1145	捷運	954	125.0
